Timestamp,FIT101,LIT101,MV101,P101,P102,AIT201,AIT202,AIT203,FIT201,MV201,P201,P202,P203,P204,P205,P206,DPIT301,FIT301,LIT301,MV301,MV302,MV303,MV304,P301,P302,AIT401,AIT402,FIT401,LIT401,P401,P402,P403,P404,UV401,AIT501,AIT502,AIT503,AIT504,FIT501,FIT502,FIT503,FIT504,P501,P502,PIT501,PIT502,PIT503,FIT601,P601,P602,P603,Normal/Attack,binary_label
 28/12/2015 10:00:00 AM,2.427057,522.8467,2.0,2,1,262.0161,8.396437,328.6337,2.445391,2.0,1.0,1.0,2,1.0,2,1,19.74838,2.206835,956.1651,1,2,1.0,1,1,2,148.808,156.0882,1.713517,942.0662,1,2,1,1,2,7.878621,145.1166,264.5475,12.03538,1.723789,1.279621,0.7352687,0.3077859,2,1,250.8652,1.649953,189.5988,0.000128152,1,1,1,Normal,0
 28/12/2015 10:00:01 AM,2.446274,522.886,2.0,2,1,262.0161,8.396437,328.6337,2.445391,2.0,1.0,1.0,2,1.0,2,1,19.74838,2.208244,956.1651,1,2,1.0,1,1,2,148.808,156.0882,1.715952,942.0277,1,2,1,1,2,7.878621,145.1166,264.5475,12.03538,1.723789,1.297554,0.7352687,0.3077859,2,1,250.8652,1.649953,189.6789,0.000128152,1,1,1,Normal,0
 28/12/2015 10:00:02 AM,2.489191,522.8467,2.0,2,1,262.0161,8.394514,328.6337,2.442316,2.0,1.0,1.0,2,1.0,2,1,19.69076,2.208628,956.4855,1,2,1.0,1,1,2,148.808,156.0882,1.715952,941.8739,1,2,1,1,2,7.878621,145.1166,264.5475,12.03538,1.723404,1.293967,0.7352687,0.3086186,2,1,250.8812,1.649953,189.6789,0.000128152,1,1,1,Normal,0
 28/12/2015 10:00:03 AM,2.53435,522.9645,2.0,2,1,262.0161,8.394514,328.6337,2.442316,2.0,1.0,1.0,2,1.0,2,1,19.69076,2.208628,956.806,1,2,1.0,1,1,2,148.808,156.0882,1.71467,941.797,1,2,1,1,2,7.878621,145.0141,264.5475,12.03538,1.723404,1.281158,0.7352687,0.3086186,2,1,250.8812,1.649953,189.6148,0.000128152,1,1,1,Normal,0
 28/12/2015 10:00:04 AM,2.56926,523.4748,2.0,2,1,262.0161,8.394514,328.6337,2.443085,2.0,1.0,1.0,2,1.0,2,1,19.69076,2.208628,957.0864,1,2,1.0,1,1,2,148.808,156.0882,1.71467,942.22,1,2,1,1,2,7.878621,144.8859,264.5475,12.03538,1.723404,1.281158,0.7352687,0.3086186,2,1,250.8812,1.649953,189.5027,0.000128152,1,1,1,Normal,0
 28/12/2015 10:00:05 AM,2.609294,523.8673,2.0,2,1,262.0161,8.394514,328.6337,2.44411,2.0,1.0,1.0,2,1.0,2,1,19.69076,2.207347,957.1664,1,2,1.0,1,1,2,148.808,155.96,1.71467,942.6429,1,2,1,1,2,7.878621,144.8859,264.5475,12.03538,1.723404,1.272704,0.7352687,0.3086186,2,1,250.753,1.649953,189.5027,0.000128152,1,1,1,Normal,0
 28/12/2015 10:00:06 AM,2.637158,524.1028,2.0,2,1,262.0161,8.394514,328.6337,2.44411,2.0,1.0,1.0,2,1.0,2,1,19.69076,2.210037,957.0062,1,2,1.0,1,1,2,148.808,155.96,1.713004,942.7582,1,2,1,1,2,7.878621,144.8859,264.5475,12.03538,1.723404,1.270142,0.7352687,0.3086186,2,1,250.5928,1.649953,189.5027,0.000128152,1,1,1,Normal,0
 28/12/2015 10:00:07 AM,2.652211,524.2206,2.0,2,1,262.0161,8.394514,328.6337,2.441803,2.0,1.0,1.0,2,1.0,2,1,19.69076,2.210037,957.2866,1,2,1.0,1,1,2,148.808,155.96,1.713004,943.1043,1,2,1,1,2,7.878621,144.8859,264.5475,12.03538,1.723404,1.262329,0.7352687,0.3086186,2,1,250.5928,1.649953,189.5027,0.000128152,1,1,1,Normal,0
 28/12/2015 10:00:08 AM,2.655735,524.4954,2.0,2,1,262.0161,8.394514,328.6337,2.441803,2.0,1.0,1.0,2,1.0,2,1,19.66195,2.210037,957.6071,1,2,1.0,1,1,2,148.808,155.96,1.71262,943.3735,1,2,1,1,2,7.878621,144.8859,264.5475,12.03538,1.723404,1.270398,0.7352687,0.3086186,2,1,250.9132,1.649953,189.5027,0.000128152,1,1,1,Normal,0
 28/12/2015 10:00:09 AM,2.64997,524.0636,2.0,2,1,262.0161,8.394514,328.6337,2.441803,2.0,1.0,1.0,2,1.0,2,1,19.66195,2.210037,957.2866,1,2,1.0,1,1,2,148.808,155.96,1.71262,943.6042,1,2,1,1,2,7.878621,144.8859,264.5475,12.03538,1.726224,1.281158,0.7352687,0.3084905,2,1,250.9132,1.649953,189.5668,0.000128152,1,1,1,Normal,0
